course,year,skill,self_rating,projects_completed,level
B.Tech Data Science,3,Excel,3,2,Intermediate
B.Sc Statistics,3,ETL,2,4,Intermediate
M.Sc Statistics,4,Terraform,5,4,Advanced
MBA,1,Docker,1,6,Intermediate
BCA,2,Pandas,2,6,Advanced
MBA,3,CI/CD,4,5,Advanced
B.Tech IT,2,Product Analytics,4,4,Advanced
M.Sc Data Science,1,Statistics,3,1,Intermediate
M.Tech,3,Tableau,1,5,Intermediate
B.Tech EEE,3,Machine Learning,5,2,Advanced
B.Sc Mathematics,3,Linear Algebra,1,0,Beginner
B.Tech IT,4,OpenCV,2,6,Intermediate
B.Sc Mathematics,2,Machine Learning,1,5,Intermediate
BBA,4,Docker,5,3,Advanced
M.Tech,2,Terraform,3,1,Intermediate
B.Sc Information Technology,2,Web Security,4,1,Intermediate
BBA,4,Kubernetes,3,0,Intermediate
M.Sc Data Science,2,Linux,1,4,Intermediate
B.Tech ECE,4,Apache Spark,3,1,Intermediate
M.Tech,3,Scikit-learn,2,4,Intermediate
B.Tech Mechanical,3,OOP,5,3,Advanced
B.Tech Data Science,4,OpenCV,3,0,Intermediate
B.Sc Computer Science,4,MySQL,4,6,Advanced
B.Sc Statistics,3,OpenCV,5,2,Advanced
B.Tech EEE,1,Cybersecurity,4,1,Intermediate
B.Tech Mechanical,4,Calculus,2,5,Intermediate
B.Tech Civil,4,Excel,2,3,Intermediate
B.Tech Civil,4,SQL,4,6,Advanced
B.Tech Mechanical,3,OOP,5,0,Advanced
B.Sc Computer Science,2,Transformers,4,2,Advanced
B.Sc Information Technology,3,Data Structures,2,3,Beginner
B.Com,4,FastAPI,4,0,Intermediate
B.Sc Computer Science,2,Data Structures,4,0,Intermediate
B.Tech Data Science,2,Apache Spark,3,1,Intermediate
M.Sc Computer Science,2,Cryptography,5,0,Advanced
B.Sc Data Science,4,OOP,4,5,Advanced
BBA,1,NLP,4,0,Advanced
B.Sc Data Science,4,Power BI,2,5,Intermediate
MCA,3,ETL,4,6,Advanced
B.Sc Information Technology,3,Cryptography,3,0,Intermediate
B.Sc Data Science,4,Tableau,1,5,Intermediate
B.Com,1,Cryptography,1,1,Beginner
M.Sc Computer Science,3,MySQL,5,6,Advanced
B.Tech CSE,4,Transformers,4,1,Advanced
B.Tech Mechanical,1,AWS,3,5,Advanced
B.Tech Civil,4,Incident Response,2,5,Intermediate
B.Sc Computer Science,1,Statistics,2,5,Intermediate
B.Sc Information Technology,1,Database Security,4,1,Advanced
B.Sc Data Science,1,Algorithms,1,6,Beginner
B.Sc Statistics,3,Data Warehousing,3,6,Advanced
B.Sc Data Science,3,Data Visualization,5,0,Advanced
B.Tech Mechanical,4,AWS,1,6,Intermediate
B.Tech CSE,2,MySQL,3,5,Advanced
B.Sc Computer Science,1,SIEM,4,6,Advanced
BCA,1,Transformers,5,1,Advanced
BCA,3,Backup and Recovery,3,6,Advanced
B.Sc Computer Science,3,NumPy,1,0,Beginner
B.Tech EEE,3,Database Administration,2,4,Advanced
B.Tech Mechanical,3,Git,3,5,Intermediate
B.Tech Civil,4,FastAPI,5,2,Advanced
B.Com,1,Python,5,2,Advanced
MCA,4,Communication,3,3,Intermediate
B.Tech Mechanical,3,PostgreSQL,1,5,Intermediate
B.Tech EEE,3,AWS,2,3,Intermediate
MCA,4,Cybersecurity,4,0,Intermediate
M.Sc Computer Science,3,Linux,3,6,Advanced
M.Sc Statistics,1,Algorithms,2,2,Intermediate
B.Com,2,ETL,1,3,Beginner
B.Sc Information Technology,1,Transformers,3,3,Intermediate
B.Tech Mechanical,2,Python,2,0,Beginner
BBA,3,REST API,1,6,Intermediate
B.Tech IT,3,Apache Spark,4,0,Intermediate
B.Sc Computer Science,4,ETL,2,4,Intermediate
MCA,2,OpenCV,1,1,Beginner
B.Tech IT,4,Product Analytics,2,4,Intermediate
MCA,2,AWS,4,6,Advanced
B.Tech Data Science,1,Statistics,3,1,Intermediate
B.Tech AI & ML,2,Data Structures,4,1,Intermediate
B.Sc Information Technology,4,Tableau,4,6,Advanced
B.Tech Civil,3,Incident Response,2,3,Intermediate
B.Tech ECE,1,Database Security,5,4,Advanced
B.Sc Computer Science,2,Business Analysis,4,1,Intermediate
M.Sc Computer Science,1,Incident Response,3,5,Advanced
M.Tech,2,AWS,1,2,Beginner
B.Sc Mathematics,3,Data Warehousing,5,0,Advanced
B.Sc Data Science,4,SQL,4,2,Advanced
B.Sc Statistics,1,ETL,1,4,Intermediate
B.Com,2,Cryptography,1,0,Beginner
B.Sc Mathematics,4,Scikit-learn,3,5,Advanced
B.Tech Mechanical,2,Data Structures,2,1,Beginner
B.Sc Mathematics,3,Algorithms,2,4,Beginner
B.Sc Data Science,1,SIEM,2,5,Intermediate
B.Sc Mathematics,1,CI/CD,5,5,Advanced
B.Tech ECE,4,NumPy,1,4,Intermediate
B.Sc Statistics,1,Cryptography,4,6,Advanced
B.Tech EEE,3,Communication,3,6,Advanced
B.Tech Civil,2,Data Structures,2,0,Intermediate
M.Tech,3,Data Visualization,2,0,Intermediate
B.Tech EEE,1,PyTorch,4,2,Advanced
BBA,4,Machine Learning,5,0,Advanced
B.Tech AI & ML,2,Terraform,3,2,Intermediate
B.Tech Data Science,4,Transformers,1,1,Beginner
M.Sc Computer Science,3,Linux,5,0,Advanced
B.Sc Computer Science,1,Data Warehousing,4,0,Intermediate
MBA,1,SQL,2,4,Intermediate
BCA,4,MySQL,5,1,Advanced
B.Sc Data Science,2,REST API,5,1,Advanced
B.Tech ECE,3,Docker,5,6,Advanced
B.Sc Computer Science,4,REST API,5,6,Advanced
B.Tech IT,4,Database Administration,3,5,Intermediate
B.Sc Mathematics,4,Calculus,2,5,Intermediate
B.Tech Civil,1,ETL,2,0,Intermediate
B.Tech IT,2,NLP,3,3,Intermediate
B.Sc Mathematics,1,SQL,3,3,Intermediate
BBA,4,Tableau,1,3,Beginner
B.Tech Civil,2,PostgreSQL,1,2,Beginner
MCA,4,Data Structures,1,2,Beginner
B.Tech Data Science,3,Incident Response,1,2,Beginner
B.Sc Computer Science,4,REST API,5,2,Advanced
B.Sc Mathematics,4,Cybersecurity,5,0,Advanced
B.Tech AI & ML,1,MySQL,3,1,Intermediate
MCA,2,Cryptography,1,4,Intermediate
B.Com,3,Data Warehousing,2,0,Beginner
B.Tech Data Science,1,Python,5,2,Advanced
MBA,1,Data Warehousing,1,4,Beginner
B.Tech IT,1,Backup and Recovery,2,1,Beginner
M.Sc Statistics,2,System Design,5,6,Advanced
B.Tech ECE,4,MySQL,5,2,Advanced
B.Tech CSE,2,Scikit-learn,5,5,Advanced
M.Sc Data Science,2,ETL,3,4,Advanced
M.Sc Computer Science,3,Linear Algebra,3,3,Intermediate
BBA,4,Data Structures,2,2,Beginner
B.Sc Information Technology,4,Computer Vision,1,3,Beginner
B.Sc Mathematics,2,Deep Learning,2,0,Intermediate
B.Tech Data Science,2,NLP,3,5,Advanced
B.Tech Data Science,2,Backup and Recovery,5,6,Advanced
B.Tech AI & ML,3,Data Visualization,1,3,Beginner
MBA,1,Data Warehousing,4,5,Advanced
BCA,2,Git,4,2,Advanced
B.Tech CSE,4,PyTorch,1,1,Beginner
M.Sc Computer Science,4,Git,2,5,Intermediate
BBA,1,Research,5,1,Advanced
B.Tech ECE,1,ETL,1,2,Beginner
MCA,4,PyTorch,3,6,Intermediate
MBA,3,Linear Algebra,4,1,Intermediate
B.Tech ECE,2,Linear Algebra,3,1,Intermediate
B.Tech ECE,3,PyTorch,1,6,Intermediate
M.Sc Data Science,1,Communication,5,3,Advanced
MBA,3,Excel,5,1,Advanced
B.Tech EEE,2,Docker,2,1,Intermediate
BBA,3,Data Warehousing,5,5,Advanced
B.Sc Statistics,2,Power BI,4,3,Advanced
M.Sc Data Science,1,Algorithms,3,5,Advanced
B.Sc Computer Science,1,Linear Algebra,3,5,Advanced
B.Tech Mechanical,1,AWS,3,1,Intermediate
M.Sc Statistics,3,Database Security,5,5,Advanced
MBA,3,SIEM,3,2,Intermediate
B.Sc Data Science,2,Cybersecurity,4,2,Advanced
B.Tech ECE,3,SQL,4,6,Advanced
B.Sc Computer Science,3,Linux,5,6,Advanced
B.Tech AI & ML,1,Product Analytics,4,5,Advanced
B.Tech Data Science,2,Research,2,1,Intermediate
B.Tech ECE,2,MySQL,1,2,Beginner
B.Sc Information Technology,3,Scikit-learn,3,6,Advanced
B.Tech CSE,1,Power BI,3,1,Intermediate
B.Tech AI & ML,2,ETL,4,0,Intermediate
M.Sc Statistics,3,Product Analytics,1,3,Intermediate
B.Tech Data Science,1,Testing,5,6,Advanced
M.Sc Data Science,4,SIEM,4,0,Intermediate
B.Tech CSE,1,REST API,2,3,Intermediate
B.Tech EEE,2,Computer Vision,1,0,Beginner
B.Tech ECE,1,Business Analysis,1,3,Intermediate
B.Sc Computer Science,3,NLP,3,3,Intermediate
M.Tech,1,Cybersecurity,5,3,Advanced
B.Sc Computer Science,1,Git,5,4,Advanced
M.Tech,1,Product Analytics,4,6,Advanced
B.Tech IT,4,Incident Response,3,1,Intermediate
B.Tech CSE,3,Docker,3,2,Intermediate
B.Tech Data Science,3,ETL,4,4,Advanced
M.Sc Statistics,3,Python,4,4,Advanced
B.Tech IT,3,FastAPI,2,2,Intermediate
B.Tech CSE,2,Calculus,4,4,Advanced
B.Tech Civil,2,Apache Spark,1,5,Beginner
M.Sc Data Science,2,Linux,5,0,Advanced
B.Sc Computer Science,4,Networking,2,4,Intermediate
B.Sc Computer Science,2,Database Security,1,2,Beginner
M.Sc Statistics,4,Data Structures,2,4,Intermediate
B.Com,2,FastAPI,3,2,Intermediate
B.Tech Data Science,4,SQL,3,6,Advanced
B.Sc Mathematics,3,SQL,1,1,Beginner
B.Com,1,SQL,5,2,Advanced
B.Tech IT,2,Communication,5,2,Advanced
B.Tech EEE,1,Docker,4,4,Advanced
B.Sc Data Science,2,Research,4,6,Advanced
B.Tech AI & ML,1,SQL,5,0,Advanced
B.Tech ECE,4,Pandas,3,4,Advanced
BBA,1,Deep Learning,1,6,Intermediate
B.Tech Data Science,2,Pandas,4,6,Advanced
B.Tech EEE,1,REST API,1,1,Beginner
M.Sc Data Science,4,Database Administration,4,6,Advanced
MCA,1,Linear Algebra,1,3,Beginner
B.Com,2,PyTorch,2,2,Intermediate
M.Sc Data Science,2,Database Security,4,0,Intermediate
B.Tech ECE,4,SQL,4,0,Intermediate
BCA,2,Linear Algebra,2,3,Intermediate
MBA,2,Linear Algebra,1,1,Beginner
B.Com,2,PyTorch,5,5,Advanced
B.Tech Data Science,4,Cybersecurity,4,5,Advanced
B.Sc Data Science,2,Terraform,5,0,Advanced
B.Com,3,Database Security,5,5,Advanced
B.Tech CSE,4,Scikit-learn,1,2,Beginner
B.Tech AI & ML,2,Data Warehousing,5,2,Advanced
B.Tech Civil,3,NLP,3,1,Intermediate
M.Sc Data Science,1,Database Administration,5,6,Advanced
BBA,3,PostgreSQL,2,6,Advanced
M.Sc Statistics,3,CI/CD,1,6,Intermediate
M.Sc Computer Science,2,FastAPI,4,0,Intermediate
B.Tech Data Science,1,Business Analysis,3,4,Intermediate
B.Tech EEE,4,Database Security,1,6,Intermediate
B.Sc Information Technology,2,AWS,4,5,Advanced
M.Tech,3,REST API,3,5,Advanced
M.Sc Computer Science,4,Deep Learning,4,1,Advanced
B.Tech Civil,3,Excel,2,5,Intermediate
B.Sc Computer Science,1,Python,1,3,Intermediate
M.Sc Data Science,1,Product Analytics,2,3,Intermediate
B.Sc Mathematics,3,NumPy,3,1,Intermediate
BBA,4,Terraform,5,6,Advanced
B.Sc Statistics,4,PyTorch,1,1,Beginner
M.Sc Data Science,3,CI/CD,4,1,Advanced
B.Tech IT,2,PyTorch,1,0,Beginner
B.Tech ECE,2,Networking,1,0,Beginner
B.Tech Mechanical,3,PyTorch,5,4,Advanced
B.Tech ECE,2,SQL,3,1,Intermediate
M.Sc Computer Science,1,Algorithms,4,1,Intermediate
B.Tech ECE,3,Power BI,4,1,Advanced
B.Sc Mathematics,2,Cybersecurity,5,4,Advanced
B.Tech CSE,4,Cryptography,5,5,Advanced
B.Tech CSE,4,Machine Learning,3,2,Intermediate
BCA,1,Data Warehousing,1,3,Beginner
M.Sc Data Science,4,ETL,2,6,Intermediate
MBA,4,MySQL,5,1,Advanced
B.Tech EEE,1,Tableau,4,1,Advanced
M.Sc Statistics,3,Web Security,4,3,Advanced
B.Sc Computer Science,3,REST API,4,4,Advanced
B.Tech ECE,1,Statistics,2,6,Intermediate
B.Sc Mathematics,3,NLP,3,3,Advanced
B.Tech CSE,2,Computer Vision,4,3,Advanced
M.Sc Statistics,4,Excel,2,1,Intermediate
M.Tech,4,Docker,1,2,Beginner
BBA,2,Git,3,0,Intermediate
B.Sc Statistics,3,Database Security,1,0,Beginner
B.Sc Data Science,3,Tableau,5,5,Advanced
B.Tech Data Science,4,Networking,1,2,Beginner
B.Sc Mathematics,3,Business Analysis,3,1,Intermediate
B.Tech CSE,4,Research,4,0,Intermediate
B.Tech Mechanical,1,Backup and Recovery,1,6,Intermediate
MBA,1,Communication,1,1,Beginner
B.Sc Computer Science,3,Research,5,1,Advanced
B.Sc Data Science,3,Tableau,1,3,Intermediate
M.Sc Computer Science,3,Linear Algebra,1,2,Beginner
B.Com,4,Database Security,3,1,Intermediate
M.Sc Computer Science,4,Tableau,1,5,Beginner
B.Com,3,Transformers,1,2,Beginner
B.Tech Mechanical,2,Web Security,2,1,Intermediate
BCA,3,Networking,4,1,Advanced
M.Sc Statistics,3,NLP,2,3,Intermediate
B.Tech EEE,1,Database Security,5,5,Advanced
B.Tech Civil,2,Testing,1,2,Beginner
M.Sc Statistics,3,Communication,3,5,Advanced
B.Sc Mathematics,2,Algorithms,2,6,Intermediate
B.Tech EEE,1,Web Security,5,3,Advanced
B.Sc Mathematics,3,OOP,3,1,Intermediate
MBA,1,Networking,4,6,Advanced
B.Sc Information Technology,1,Deep Learning,1,2,Beginner
B.Tech Civil,1,Data Visualization,2,2,Intermediate
B.Sc Statistics,2,Pandas,1,4,Intermediate
B.Sc Data Science,1,PyTorch,2,1,Beginner
M.Sc Computer Science,4,Scikit-learn,4,3,Advanced
B.Sc Statistics,2,Communication,2,3,Intermediate
BCA,1,Pandas,2,2,Beginner
B.Sc Statistics,1,REST API,5,2,Advanced
B.Tech EEE,4,OpenCV,2,6,Intermediate
B.Tech ECE,2,Communication,5,5,Advanced
B.Tech EEE,4,ETL,3,5,Advanced
M.Sc Computer Science,4,Terraform,3,3,Intermediate
M.Tech,2,REST API,4,6,Advanced
B.Sc Information Technology,2,Web Security,2,2,Beginner
B.Tech CSE,4,NLP,2,6,Intermediate
B.Tech CSE,2,CI/CD,4,5,Advanced
BCA,1,Kubernetes,5,6,Advanced
B.Tech EEE,2,Research,3,4,Advanced
B.Tech Mechanical,1,CI/CD,1,1,Beginner
B.Tech Civil,4,Docker,3,1,Intermediate
B.Sc Statistics,4,MySQL,1,6,Beginner
B.Sc Data Science,4,OOP,5,2,Advanced
B.Tech EEE,2,FastAPI,4,3,Advanced
B.Sc Data Science,4,Incident Response,4,0,Advanced
B.Tech AI & ML,3,Database Security,5,4,Advanced
B.Tech Data Science,3,Database Security,2,6,Advanced
B.Sc Statistics,4,FastAPI,2,2,Intermediate
B.Sc Information Technology,4,Research,5,2,Advanced
M.Tech,4,Business Analysis,3,3,Intermediate
B.Tech Data Science,3,PyTorch,4,1,Advanced
BCA,3,Algorithms,2,0,Beginner
B.Tech Mechanical,3,PyTorch,1,3,Beginner
B.Sc Information Technology,2,Product Analytics,1,5,Intermediate
B.Tech Mechanical,2,OpenCV,2,1,Beginner
BCA,2,Machine Learning,1,2,Beginner
B.Com,4,Testing,4,6,Advanced
M.Sc Statistics,1,Linear Algebra,1,0,Beginner
MBA,1,Database Security,4,2,Advanced
BCA,3,SQL,1,0,Beginner
B.Tech ECE,3,Incident Response,2,1,Beginner
BBA,1,CI/CD,3,4,Intermediate
B.Tech ECE,2,System Design,4,4,Advanced
B.Sc Statistics,4,PyTorch,2,1,Intermediate
B.Com,4,Kubernetes,3,3,Advanced
M.Sc Computer Science,2,Python,4,6,Advanced
B.Sc Computer Science,4,OpenCV,2,6,Advanced
MBA,4,ETL,1,0,Beginner
B.Sc Information Technology,1,A/B Testing,3,4,Intermediate
B.Tech ECE,3,SIEM,1,2,Beginner
B.Tech Mechanical,3,Backup and Recovery,1,3,Beginner
M.Sc Data Science,2,FastAPI,3,0,Intermediate
B.Tech Mechanical,1,Tableau,5,2,Advanced
BBA,1,Testing,3,3,Intermediate
MBA,1,SQL,1,6,Intermediate
M.Sc Data Science,1,ETL,3,2,Intermediate
MBA,4,FastAPI,3,0,Intermediate
M.Tech,1,Deep Learning,3,4,Intermediate
BCA,2,Linux,5,3,Advanced
BBA,4,Testing,2,5,Intermediate
B.Sc Computer Science,3,Database Security,1,0,Beginner
MCA,1,PostgreSQL,4,2,Advanced
M.Sc Computer Science,4,Database Administration,5,1,Advanced
B.Sc Statistics,4,Machine Learning,1,2,Beginner
M.Sc Data Science,2,Linux,3,4,Advanced
B.Tech ECE,4,Linear Algebra,3,5,Advanced
B.Tech AI & ML,3,AWS,5,4,Advanced
B.Tech Civil,4,NumPy,4,4,Advanced
B.Com,3,Cybersecurity,2,0,Beginner
B.Com,3,Tableau,3,1,Intermediate
B.Tech Civil,1,Product Analytics,2,4,Intermediate
M.Tech,3,PyTorch,5,5,Advanced
MCA,3,Communication,2,1,Intermediate
BCA,3,Excel,5,4,Advanced
M.Tech,2,Machine Learning,4,1,Advanced
B.Sc Information Technology,2,Algorithms,4,3,Intermediate
BCA,1,Computer Vision,2,4,Intermediate
B.Tech Civil,3,Apache Spark,3,4,Intermediate
B.Com,4,Pandas,3,4,Intermediate
M.Sc Computer Science,3,Docker,1,0,Beginner
B.Tech Data Science,2,ETL,4,2,Advanced
B.Tech IT,2,Linear Algebra,5,3,Advanced
B.Sc Statistics,3,SIEM,4,6,Advanced
B.Tech IT,2,Kubernetes,5,3,Advanced
B.Com,4,Deep Learning,4,6,Advanced
BCA,3,OpenCV,1,1,Beginner
MBA,4,Power BI,3,2,Intermediate
B.Sc Information Technology,3,Database Security,1,4,Intermediate
M.Sc Computer Science,4,Data Structures,5,1,Advanced
B.Com,1,OOP,5,4,Advanced
B.Sc Data Science,2,OpenCV,5,4,Advanced
B.Com,2,Business Analysis,4,2,Intermediate
B.Sc Mathematics,3,Research,4,0,Intermediate
B.Tech Civil,1,Database Security,1,5,Beginner
B.Tech IT,1,Data Warehousing,4,3,Advanced
B.Tech Data Science,3,FastAPI,5,0,Advanced
B.Sc Information Technology,1,Data Warehousing,4,2,Advanced
B.Tech ECE,4,Data Visualization,3,6,Advanced
B.Tech Civil,1,SQL,1,0,Beginner
B.Tech CSE,3,Transformers,3,2,Advanced
MCA,3,Data Warehousing,2,3,Intermediate
B.Tech CSE,2,ETL,4,3,Advanced
M.Sc Statistics,2,Web Security,1,1,Beginner
B.Com,1,Database Security,1,3,Beginner
B.Tech EEE,3,Cybersecurity,2,0,Beginner
M.Sc Computer Science,3,Data Warehousing,1,6,Beginner
B.Tech AI & ML,4,PostgreSQL,4,3,Advanced
B.Tech Data Science,4,Communication,5,1,Advanced
BCA,3,Git,1,5,Beginner
B.Tech ECE,1,SQL,3,2,Intermediate
B.Tech CSE,1,Database Administration,5,5,Advanced
M.Sc Computer Science,2,Communication,1,4,Beginner
B.Com,2,FastAPI,4,1,Advanced
B.Tech Data Science,1,Testing,4,5,Advanced
B.Tech Data Science,1,Communication,2,5,Intermediate
B.Sc Information Technology,3,Data Warehousing,2,2,Intermediate
B.Sc Statistics,2,Algorithms,5,6,Advanced
B.Sc Mathematics,3,Linux,4,1,Advanced
B.Tech AI & ML,3,Research,2,0,Intermediate
M.Sc Statistics,3,Git,5,0,Advanced
B.Sc Data Science,4,Deep Learning,3,2,Intermediate
B.Tech AI & ML,2,Scikit-learn,1,1,Beginner
B.Tech Mechanical,2,Pandas,5,3,Advanced
B.Sc Statistics,2,Tableau,1,5,Beginner
MBA,2,Machine Learning,4,2,Advanced
B.Sc Statistics,3,Testing,3,1,Intermediate
B.Tech Mechanical,4,PyTorch,5,5,Advanced
M.Tech,1,NLP,3,3,Intermediate
B.Tech Civil,1,Business Analysis,2,0,Beginner
B.Sc Data Science,1,Computer Vision,1,2,Beginner
B.Tech ECE,1,Transformers,1,5,Intermediate
B.Com,2,System Design,1,0,Beginner
B.Com,3,OOP,4,0,Intermediate
M.Sc Data Science,1,Statistics,3,2,Intermediate
B.Tech EEE,1,Database Security,3,5,Advanced
BCA,2,Power BI,3,1,Intermediate
MCA,4,Pandas,2,2,Intermediate
B.Tech AI & ML,4,MySQL,3,3,Intermediate
MBA,3,SQL,4,6,Advanced
M.Tech,4,Excel,2,2,Beginner
M.Tech,2,NumPy,2,0,Beginner
MCA,4,Python,4,5,Advanced
B.Tech Data Science,4,Backup and Recovery,4,5,Advanced
B.Tech ECE,3,Excel,5,3,Advanced
B.Tech Mechanical,1,REST API,5,0,Advanced
B.Tech EEE,3,Apache Spark,5,0,Advanced
B.Tech ECE,2,Cryptography,2,6,Advanced
BCA,2,Database Administration,1,0,Beginner
B.Tech Mechanical,1,Database Security,2,6,Advanced
B.Sc Mathematics,3,Docker,2,2,Beginner
B.Sc Mathematics,2,PyTorch,1,5,Beginner
MCA,4,Research,2,3,Intermediate
B.Sc Computer Science,4,Docker,2,2,Intermediate
MBA,4,NLP,2,5,Intermediate
B.Tech IT,2,Python,3,1,Intermediate
B.Sc Mathematics,1,Git,2,3,Intermediate
B.Tech IT,2,Git,2,4,Intermediate
M.Sc Computer Science,2,Database Administration,1,6,Intermediate
B.Sc Data Science,2,Communication,2,2,Intermediate
B.Tech Mechanical,3,Git,2,0,Beginner
B.Sc Information Technology,3,Git,3,3,Intermediate
B.Tech ECE,1,Cybersecurity,3,4,Intermediate
B.Tech Mechanical,1,Docker,1,0,Beginner
B.Sc Data Science,1,Terraform,3,2,Intermediate
BBA,3,Excel,4,3,Advanced
B.Tech IT,1,SIEM,1,2,Beginner
BBA,1,Pandas,4,3,Advanced
B.Sc Data Science,1,Web Security,4,2,Intermediate
M.Sc Data Science,3,Kubernetes,5,5,Advanced
B.Com,2,OpenCV,4,0,Intermediate
B.Com,3,Apache Spark,5,3,Advanced
B.Sc Data Science,4,Machine Learning,3,2,Intermediate
B.Sc Computer Science,1,Testing,4,5,Advanced
BBA,2,A/B Testing,1,0,Beginner
BCA,3,Scikit-learn,1,4,Intermediate
B.Sc Data Science,2,Computer Vision,1,0,Beginner
B.Sc Mathematics,3,System Design,4,4,Advanced
B.Tech Data Science,3,Docker,3,4,Intermediate
B.Tech Data Science,4,CI/CD,5,5,Advanced
B.Tech ECE,3,Scikit-learn,3,6,Advanced
MBA,3,MySQL,1,6,Intermediate
B.Tech ECE,3,Scikit-learn,5,4,Advanced
M.Sc Computer Science,2,SQL,5,3,Advanced
B.Tech CSE,1,REST API,4,3,Intermediate
MBA,4,Business Analysis,5,5,Advanced
MCA,2,Machine Learning,3,0,Intermediate
B.Sc Data Science,4,Tableau,2,2,Intermediate
M.Sc Data Science,4,OpenCV,1,2,Beginner
MBA,1,SIEM,4,2,Intermediate
MBA,4,Networking,5,0,Advanced
B.Sc Mathematics,4,NLP,3,5,Advanced
B.Tech EEE,2,SIEM,2,6,Advanced
B.Com,2,Transformers,5,0,Advanced
BBA,1,Product Analytics,1,1,Beginner
M.Sc Statistics,3,Kubernetes,3,5,Advanced
B.Tech Data Science,2,ETL,2,1,Intermediate
B.Tech IT,2,Data Structures,3,2,Advanced
B.Tech EEE,2,Scikit-learn,4,3,Advanced
BCA,3,Tableau,5,5,Advanced
B.Sc Statistics,4,ETL,1,2,Beginner
B.Tech CSE,4,Computer Vision,3,3,Intermediate
B.Com,1,Transformers,3,4,Advanced
B.Tech CSE,4,Research,2,0,Beginner
B.Tech Civil,1,Incident Response,2,1,Intermediate
M.Sc Data Science,4,PyTorch,5,5,Advanced
B.Sc Data Science,4,Transformers,4,5,Advanced
MBA,4,Cryptography,5,6,Advanced
B.Tech Civil,1,Machine Learning,4,2,Advanced
BCA,1,Data Warehousing,2,5,Intermediate
B.Sc Statistics,4,PostgreSQL,4,5,Advanced
B.Sc Computer Science,2,Networking,4,0,Advanced
MCA,2,Excel,5,5,Advanced
B.Tech Civil,1,AWS,2,2,Intermediate
B.Tech Mechanical,3,AWS,2,2,Beginner
B.Sc Information Technology,4,Computer Vision,2,4,Intermediate
B.Tech Civil,3,PyTorch,1,1,Beginner
M.Tech,2,Database Administration,5,0,Advanced
B.Com,4,Research,3,1,Intermediate
M.Sc Computer Science,4,Research,4,6,Advanced
M.Sc Computer Science,3,Docker,1,2,Beginner
B.Sc Mathematics,2,Kubernetes,3,6,Intermediate
B.Sc Computer Science,2,Data Warehousing,5,6,Advanced
B.Tech Civil,2,NLP,4,4,Advanced
B.Tech EEE,4,Terraform,3,3,Intermediate
B.Sc Information Technology,4,Machine Learning,2,5,Intermediate
B.Com,3,SQL,1,4,Intermediate
B.Tech ECE,2,Linux,1,4,Beginner
B.Sc Mathematics,4,PostgreSQL,3,2,Intermediate
B.Com,2,Research,4,6,Advanced
B.Sc Information Technology,3,Networking,3,0,Intermediate
B.Tech Mechanical,1,NumPy,4,4,Advanced
M.Sc Computer Science,1,Business Analysis,5,2,Advanced
B.Tech ECE,1,Database Security,5,3,Advanced
B.Sc Computer Science,3,Testing,5,3,Advanced
MBA,4,OpenCV,1,2,Intermediate
B.Tech CSE,1,Database Security,2,5,Intermediate
M.Sc Statistics,2,Calculus,5,5,Advanced
BCA,1,PyTorch,1,2,Beginner
M.Tech,2,MySQL,3,6,Advanced
B.Tech AI & ML,1,Tableau,4,3,Advanced
B.Sc Data Science,1,Apache Spark,5,5,Advanced
B.Tech AI & ML,3,Apache Spark,1,1,Beginner
BBA,3,Calculus,5,5,Advanced
B.Tech Civil,4,Excel,3,3,Advanced
B.Tech Mechanical,4,A/B Testing,1,2,Beginner
BBA,2,MySQL,2,6,Intermediate
B.Tech Civil,2,SIEM,4,5,Advanced
B.Com,1,Kubernetes,4,2,Advanced
B.Sc Information Technology,4,Linux,4,1,Advanced
M.Tech,1,Business Analysis,1,3,Beginner
B.Tech Civil,2,Statistics,4,1,Advanced
MCA,4,Calculus,1,5,Beginner
B.Tech AI & ML,2,Terraform,2,0,Beginner
B.Com,3,Git,5,4,Advanced
BBA,2,Transformers,4,4,Advanced
MBA,1,NumPy,4,0,Intermediate
M.Sc Computer Science,1,Backup and Recovery,3,3,Advanced
B.Sc Data Science,4,OOP,2,5,Advanced
M.Sc Data Science,3,Excel,1,3,Beginner
B.Tech EEE,1,Networking,3,4,Advanced
B.Sc Data Science,1,MySQL,1,3,Beginner
B.Com,3,Product Analytics,4,5,Advanced
B.Tech Civil,3,REST API,3,4,Advanced
B.Sc Mathematics,3,Cryptography,1,6,Intermediate
B.Tech Civil,3,Database Security,4,4,Advanced
B.Tech Civil,2,Scikit-learn,2,6,Advanced
B.Sc Computer Science,3,OpenCV,4,3,Advanced
M.Tech,1,NLP,3,2,Intermediate
M.Tech,3,Tableau,3,5,Intermediate
B.Tech CSE,4,Machine Learning,3,4,Intermediate
M.Sc Data Science,3,Python,2,4,Intermediate
MCA,3,Data Visualization,3,1,Intermediate
B.Sc Statistics,2,Linear Algebra,2,4,Intermediate
B.Sc Data Science,1,Computer Vision,3,5,Intermediate
B.Tech CSE,3,Product Analytics,5,5,Advanced
B.Tech CSE,4,Python,1,3,Intermediate
B.Com,3,Research,5,3,Advanced
M.Sc Data Science,4,Docker,2,2,Intermediate
M.Sc Data Science,2,Python,2,5,Intermediate
B.Tech AI & ML,4,PyTorch,1,1,Beginner
